Ikametgah Bolgesi,Ikametgah Sehri Kademe Puani,Uni Grup,Universite Turu,Burs Yuzdesi Grubu,Universite Kacinci Sinif,Universite Not Ortalamasi,Lise Mezuniyet Notu Grup,Anne Egitim Durumu Grup,Anne Calisma Durumu,Anne Sektor Grup,Baba Egitim Durumu Grup,Baba Sektor Grup,Kardes Sayisi,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Kulup Ismi Grup,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Aktif olarak bir STK üyesi misiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Ingilizce Biliyor musunuz?,Ingilizce Seviyeniz?,Spor Dalindaki Rolunuz Nedir?,STK Üye Grup,Aktif Katilim
2,1,2.0,0,0,0,0,0,1,1,1,0,1,4.0,1,5,1,1,0,1,1,1.0,1,2,4
2,1,5.0,0,0,2,2,0,3,0,0,2,0,1.0,0,5,0,0,0,0,1,1.0,0,2,0
0,5,2.0,0,0,2,2,0,1,0,0,1,1,4.0,0,5,0,0,0,0,0,1.0,0,2,0
0,3,3.0,0,0,2,2,0,2,0,0,2,0,1.0,0,5,0,1,0,0,0,1.0,0,0,1
2,3,4.0,0,0,0,0,0,1,0,0,0,0,2.0,0,5,1,1,0,0,1,1.0,1,0,2
1,5,2.0,0,0,0,0,0,0,0,0,0,0,1.0,0,5,1,1,0,1,1,1.0,2,3,3
0,6,3.0,0,0,0,0,0,2,0,0,2,0,2.0,0,5,1,1,0,1,1,1.0,2,4,3
2,4,3.0,0,0,0,0,0,1,0,0,0,0,1.0,0,5,0,0,0,0,1,1.0,0,2,0
2,1,4.0,0,0,0,0,0,0,0,0,0,0,4.0,0,5,1,0,0,1,0,1.0,1,2,2
2,1,3.0,0,0,0,0,0,3,0,0,3,2,2.0,1,5,0,0,0,0,1,1.0,0,2,1
2,1,0.0,0,0,0,0,0,1,0,0,1,1,1.0,1,5,0,0,0,0,1,1.0,0,2,1
1,3,4.0,0,0,0,0,0,1,0,0,0,0,2.0,0,5,0,0,0,0,1,1.0,0,2,0
2,1,2.0,1,0,2,2,0,3,1,2,2,1,1.0,1,5,1,1,0,1,1,1.0,1,2,4
1,1,5.0,0,0,0,0,0,1,0,0,1,1,2.0,0,5,1,1,0,0,1,1.0,1,2,2
2,2,3.0,0,0,0,0,0,1,0,0,2,2,2.0,0,5,0,0,0,0,1,1.0,0,2,0
2,1,0.0,1,0,0,0,0,2,0,0,1,1,2.0,1,5,0,1,0,1,1,1.0,0,2,3
2,1,5.0,0,0,2,2,0,2,1,1,2,0,0.0,1,5,1,1,0,1,1,1.0,1,2,4
2,1,1.0,1,0,2,2,0,3,0,0,2,0,1.0,0,5,0,1,0,0,1,1.0,0,3,1
2,1,1.0,0,0,2,2,0,1,1,1,1,1,1.0,1,5,0,0,0,1,1,1.0,0,2,2
2,1,0.0,1,0,1,1,0,2,0,0,2,1,1.0,1,5,1,1,0,0,1,1.0,1,2,3
2,2,3.0,0,0,0,0,0,2,0,0,1,1,1.0,0,5,0,0,0,0,0,1.0,0,2,0
2,1,0.0,0,0,0,0,0,1,0,0,0,1,2.0,1,5,0,1,0,0,1,1.0,0,0,2
2,1,0.0,1,0,0,0,0,1,0,0,0,0,2.0,1,5,0,1,0,1,1,1.0,0,1,3
0,6,3.0,0,0,0,0,0,1,0,0,2,2,4.0,1,5,1,1,0,1,1,1.0,2,2,4
2,1,2.0,0,0,2,2,0,1,0,0,1,0,1.0,1,5,1,1,0,1,1,1.0,1,4,4
0,6,1.0,0,0,2,2,0,0,0,0,0,0,4.0,0,5,0,0,0,0,0,1.0,0,2,0
1,5,1.0,0,0,1,1,0,1,0,0,0,0,4.0,0,5,0,1,0,1,0,1.0,0,3,2
0,3,3.0,0,0,2,2,0,1,0,0,1,0,3.0,0,5,0,0,0,0,1,1.0,0,2,0
2,1,5.0,1,0,2,2,0,3,1,2,2,1,1.0,1,5,1,1,0,1,1,1.0,1,0,4
0,6,1.0,0,0,2,2,0,0,0,0,0,0,4.0,0,5,1,1,0,0,0,1.0,1,2,2
2,1,2.0,1,0,2,2,0,2,0,0,2,2,1.0,1,5,1,0,0,0,1,1.0,1,2,2
1,3,4.0,0,0,2,2,0,1,0,0,2,2,2.0,0,5,0,0,0,0,1,1.0,0,2,0
2,1,1.0,1,0,0,0,0,3,0,0,2,0,2.0,1,5,0,0,0,1,1,1.0,0,2,2
2,1,5.0,1,0,0,0,0,1,0,0,2,0,2.0,1,5,0,1,0,0,1,1.0,0,3,2
0,6,1.0,0,0,2,2,0,1,0,0,0,2,4.0,0,5,1,0,0,0,0,1.0,1,2,1
2,1,3.0,0,0,2,2,0,3,1,2,3,2,1.0,0,5,1,0,0,1,1,1.0,1,2,2
2,1,5.0,1,0,0,0,0,2,1,1,2,1,2.0,1,5,0,0,0,0,1,1.0,0,2,1
1,4,0.0,0,0,0,0,0,3,0,0,1,0,2.0,0,5,0,1,0,0,0,1.0,0,2,1
2,4,2.0,0,0,2,2,0,2,1,1,0,1,2.0,1,5,1,1,0,0,1,1.0,1,0,3
2,1,0.0,1,0,2,2,0,1,0,0,0,1,2.0,0,5,1,1,0,1,0,1.0,1,2,3
2,1,5.0,0,0,0,0,0,2,1,1,1,0,1.0,0,5,0,0,0,0,1,1.0,1,2,0
2,1,0.0,0,0,0,0,0,0,0,0,0,0,4.0,1,5,1,1,0,0,1,1.0,1,2,3
2,1,4.0,0,0,2,2,0,1,0,0,0,1,2.0,1,5,1,1,0,0,1,1.0,1,4,3
2,1,0.0,1,0,2,2,0,3,1,2,2,1,2.0,0,5,1,1,0,0,1,1.0,2,0,2
0,6,0.0,1,0,2,2,0,1,0,0,1,1,3.0,0,5,1,1,0,0,1,1.0,1,0,2
2,1,6.0,0,0,2,2,0,1,0,0,1,0,2.0,1,5,0,1,0,1,1,1.0,0,0,3
2,2,4.0,0,0,2,2,0,2,0,0,2,2,1.0,1,5,1,1,0,1,1,1.0,1,2,4
2,1,0.0,1,0,2,2,0,1,0,0,1,0,3.0,1,5,0,1,0,0,0,1.0,0,0,2
1,2,2.0,0,0,2,2,0,3,1,2,2,2,1.0,0,5,1,0,0,0,0,1.0,1,2,1
2,1,2.0,0,0,2,2,0,1,0,0,1,0,4.0,0,5,0,1,0,0,1,1.0,0,3,1
2,2,5.0,0,0,2,2,0,1,1,1,0,0,0.0,0,5,1,1,0,0,1,1.0,1,2,2
0,3,0.0,0,0,0,0,0,1,0,0,1,0,4.0,1,5,0,1,0,0,0,1.0,0,0,2
2,1,5.0,0,0,2,2,0,1,1,1,1,1,1.0,1,5,1,1,0,1,1,1.0,1,0,4
0,6,1.0,0,0,0,0,0,1,0,0,0,2,4.0,0,5,0,0,0,0,0,1.0,0,2,0
2,1,4.0,0,0,2,2,0,1,1,1,1,1,1.0,1,5,0,1,0,0,1,1.0,0,2,2
2,1,0.0,0,0,0,0,0,2,0,0,1,0,2.0,1,5,0,0,0,0,1,1.0,0,2,1
2,1,0.0,0,0,2,2,0,1,0,0,0,0,1.0,0,5,0,1,0,0,1,1.0,0,2,1
2,1,0.0,1,0,0,0,0,1,1,1,1,1,1.0,0,5,1,0,0,0,0,1.0,1,2,1
0,6,1.0,1,0,2,2,0,3,1,2,2,2,1.0,1,5,0,1,0,0,1,1.0,0,4,2
2,1,0.0,1,0,2,2,0,1,0,0,1,2,2.0,1,5,0,1,0,0,1,1.0,0,1,2
2,1,5.0,0,0,2,2,0,2,1,1,1,0,2.0,0,5,1,0,0,0,1,1.0,1,2,1
2,1,4.0,0,0,2,2,0,2,0,0,2,1,2.0,1,5,0,0,0,1,1,1.0,0,2,2
0,6,5.0,0,0,0,0,0,3,1,2,2,0,2.0,0,5,1,0,0,0,1,1.0,1,2,1
2,1,4.0,0,0,0,0,0,2,1,1,0,0,1.0,0,5,0,1,0,0,1,1.0,0,2,1
2,1,0.0,0,0,2,2,0,0,0,0,0,0,3.0,0,5,1,1,0,0,1,1.0,1,0,2
2,5,4.0,0,0,0,0,0,2,1,2,1,2,2.0,0,5,0,0,0,0,1,1.0,0,2,0
2,1,0.0,0,0,2,2,0,1,0,0,0,0,2.0,0,5,1,1,0,1,1,1.0,1,2,3
1,4,2.0,0,0,2,2,0,1,0,0,0,0,2.0,0,5,0,1,0,1,0,1.0,0,2,2
1,5,4.0,0,0,0,0,0,1,0,0,1,1,2.0,0,5,1,1,0,0,1,1.0,1,2,2
2,1,4.0,0,0,2,2,0,1,0,0,0,0,0.0,1,5,0,1,0,0,1,1.0,0,0,2
0,6,3.0,0,0,2,2,0,1,0,0,0,0,4.0,1,5,0,0,0,0,1,1.0,0,2,1
0,3,2.0,0,0,2,2,0,1,0,0,0,0,4.0,1,5,1,1,0,1,1,1.0,1,1,4
2,1,6.0,1,0,0,0,0,0,0,0,0,1,4.0,1,5,1,1,0,0,1,1.0,1,2,3
2,1,0.0,0,0,0,0,0,2,0,0,2,2,1.0,1,5,0,1,0,1,1,1.0,0,2,3
2,1,4.0,0,0,2,2,0,1,0,0,2,2,2.0,0,5,0,1,0,0,1,1.0,0,2,1
2,1,6.0,0,0,2,2,0,2,0,0,1,2,2.0,0,5,0,0,0,1,1,1.0,0,2,1
2,4,5.0,0,0,2,2,0,1,0,0,0,1,4.0,0,5,0,0,0,0,1,1.0,0,2,0
2,1,6.0,1,0,2,2,0,3,1,2,2,1,1.0,1,5,1,1,0,1,1,1.0,2,2,4
2,1,0.0,1,0,2,2,0,1,0,0,1,0,2.0,1,5,0,0,0,1,1,1.0,0,2,2
1,3,0.0,0,0,0,0,0,1,0,0,1,0,4.0,0,5,0,0,0,0,0,1.0,0,2,0
0,4,1.0,0,0,2,2,0,1,0,0,0,1,1.0,0,5,1,0,0,0,1,1.0,2,2,1
1,3,1.0,0,0,2,2,0,1,0,0,1,0,4.0,1,5,1,1,0,0,1,1.0,1,3,3
2,1,5.0,0,0,2,2,0,1,1,1,1,0,2.0,1,5,1,0,0,0,1,1.0,1,2,2
0,5,4.0,0,0,2,2,0,1,0,0,2,2,3.0,0,5,1,1,0,0,0,1.0,1,2,2
2,1,0.0,1,0,2,2,0,2,0,0,1,1,2.0,1,5,1,1,0,0,1,1.0,1,0,3
2,1,5.0,1,0,0,0,0,3,1,1,2,1,0.0,1,5,0,1,0,0,1,1.0,0,2,2
0,6,1.0,0,0,1,1,0,0,0,0,0,0,4.0,0,5,0,0,0,1,1,1.0,0,2,1
0,5,2.0,0,0,2,2,0,1,0,0,0,2,2.0,1,5,1,0,0,0,0,1.0,1,2,2
0,6,0.0,0,0,0,0,0,3,0,0,2,0,2.0,0,5,0,0,0,0,1,1.0,0,2,0
2,1,2.0,0,0,0,0,0,3,1,2,2,2,2.0,1,5,1,1,0,1,1,1.0,1,4,4
2,1,5.0,0,0,2,2,0,0,1,1,1,0,4.0,1,5,1,1,0,0,1,1.0,1,2,3
2,1,4.0,0,0,2,2,0,2,0,0,2,0,1.0,0,5,0,1,0,0,1,1.0,0,0,1
2,1,6.0,0,0,2,2,0,2,1,1,2,2,0.0,1,5,0,0,0,0,1,1.0,0,2,1
0,6,1.0,0,0,0,0,0,1,0,0,1,0,3.0,0,5,0,0,0,0,1,1.0,0,2,0
2,1,0.0,1,0,2,2,0,3,0,0,2,0,1.0,0,5,1,1,0,0,1,1.0,2,0,2
1,3,4.0,0,0,0,0,0,2,1,1,1,1,1.0,1,5,1,1,0,1,1,1.0,2,2,4
0,6,0.0,0,0,2,2,0,0,0,0,1,0,4.0,1,5,0,1,0,0,1,1.0,0,4,2
2,1,5.0,0,0,0,0,0,1,1,1,1,1,1.0,0,5,0,0,0,0,0,1.0,0,2,0
2,1,3.0,0,0,0,0,0,1,0,0,2,2,1.0,0,5,0,0,0,0,0,1.0,0,2,0
2,1,0.0,1,0,2,2,0,2,0,0,1,0,2.0,0,5,0,1,0,0,1,1.0,0,2,1
1,3,4.0,0,0,2,2,0,2,0,0,0,2,1.0,1,5,0,0,0,0,1,1.0,0,2,1
2,1,0.0,0,0,2,2,0,3,0,0,2,0,0.0,0,5,1,1,0,0,1,1.0,1,2,2
2,1,4.0,0,0,2,2,0,2,1,2,1,0,1.0,0,5,1,1,0,1,1,1.0,2,0,3
1,4,4.0,0,0,2,2,0,1,0,0,0,0,3.0,0,5,0,1,0,0,1,1.0,0,2,1
0,6,0.0,0,0,0,0,0,0,0,0,1,1,4.0,0,5,0,0,0,0,1,1.0,0,2,0
0,5,3.0,0,0,2,2,0,0,0,0,1,0,4.0,0,5,0,1,0,0,0,1.0,0,2,1
0,6,1.0,0,0,0,0,0,0,0,0,1,0,4.0,0,5,0,0,0,0,0,1.0,0,2,0
2,1,0.0,0,0,0,0,0,1,0,0,0,0,3.0,0,5,0,1,0,0,0,1.0,0,4,1
2,1,3.0,0,0,0,0,0,2,0,0,0,0,2.0,1,5,1,1,0,0,1,1.0,1,4,3
2,1,5.0,1,0,2,2,0,3,1,1,2,0,3.0,0,5,0,1,0,1,1,1.0,0,2,2
2,1,5.0,1,0,2,2,0,2,0,0,2,1,1.0,1,5,0,1,0,1,1,1.0,0,2,3
2,1,0.0,0,0,0,0,0,2,0,0,1,2,1.0,1,5,0,0,0,0,1,1.0,0,2,1
2,3,1.0,0,0,0,0,0,1,0,0,0,0,1.0,0,5,1,0,0,0,1,1.0,1,2,1
2,1,2.0,0,0,0,0,0,1,0,0,1,0,4.0,0,5,0,1,0,0,0,1.0,0,0,1
2,1,6.0,0,0,2,2,0,1,0,0,0,1,2.0,1,5,1,1,0,0,1,1.0,1,2,3
2,1,5.0,0,0,0,0,0,1,0,0,0,0,2.0,1,5,1,0,0,1,1,1.0,1,2,3
2,4,4.0,0,0,2,2,0,3,0,0,2,2,1.0,1,5,0,1,0,1,1,1.0,0,0,3
1,5,3.0,0,0,2,2,0,1,0,0,1,0,2.0,0,5,0,1,0,0,1,1.0,0,2,1
0,6,3.0,0,0,2,2,0,0,0,0,0,1,3.0,0,5,1,1,0,1,1,1.0,1,2,3
2,1,0.0,0,0,2,2,0,1,0,0,0,0,2.0,1,5,0,0,0,0,1,1.0,0,2,1
2,1,1.0,1,0,0,0,0,1,0,0,1,0,2.0,1,5,1,1,0,0,1,1.0,1,2,3
2,1,5.0,0,0,0,0,0,1,0,0,2,2,3.0,1,5,1,0,0,0,0,1.0,1,2,2
0,6,4.0,0,0,0,0,0,1,0,0,1,0,4.0,0,5,0,0,0,0,0,1.0,0,2,0
2,1,5.0,1,0,0,0,0,3,1,1,2,1,2.0,1,5,0,0,0,1,1,1.0,0,2,2
2,1,1.0,1,0,2,2,0,3,1,1,2,2,2.0,1,5,1,1,0,1,1,1.0,1,2,4
0,6,0.0,0,0,2,2,0,0,0,0,0,0,4.0,0,5,0,1,0,0,1,1.0,0,0,1
0,4,3.0,0,0,2,2,0,0,0,0,0,1,4.0,0,5,0,1,0,0,0,1.0,0,0,1
2,1,4.0,0,0,0,0,0,3,1,2,2,2,1.0,1,5,1,0,0,0,1,1.0,1,2,2
0,4,4.0,0,0,0,0,0,2,0,0,1,2,1.0,0,5,0,0,0,0,1,1.0,0,2,0
2,1,4.0,0,0,2,2,0,1,0,0,1,0,3.0,1,5,1,1,0,0,1,1.0,1,2,3
0,6,1.0,0,0,2,2,0,2,0,0,2,2,2.0,0,5,1,1,0,0,0,1.0,2,2,2
2,1,3.0,0,0,2,2,0,1,0,0,1,1,1.0,1,5,1,1,0,0,1,1.0,1,1,3
2,1,4.0,0,0,2,2,0,1,1,1,0,0,1.0,1,5,1,1,0,1,1,1.0,1,2,4
2,1,5.0,0,0,2,2,0,1,1,1,0,1,1.0,1,5,0,1,0,1,1,1.0,0,2,3
2,4,2.0,0,0,0,0,0,1,0,0,1,1,2.0,0,5,0,0,0,0,0,1.0,0,2,0
2,1,0.0,1,0,0,0,0,1,0,0,0,1,3.0,0,5,0,1,0,0,1,1.0,0,2,1
2,1,5.0,0,0,0,0,0,3,1,2,2,2,2.0,1,5,0,0,0,0,1,1.0,0,2,1
2,5,3.0,0,0,2,2,0,1,0,0,1,1,2.0,1,5,0,1,0,1,1,1.0,0,4,3
2,1,0.0,1,0,0,0,0,1,0,0,0,1,1.0,1,5,0,1,0,0,1,1.0,0,2,2
2,2,1.0,0,0,2,2,0,0,0,0,0,0,2.0,0,5,0,0,0,0,0,1.0,0,2,0
2,1,6.0,0,0,0,0,0,3,1,1,1,0,2.0,0,5,0,0,0,1,1,1.0,0,2,1
0,5,4.0,0,0,0,0,0,0,0,0,0,0,2.0,0,5,0,0,0,0,1,1.0,0,2,0
2,1,2.0,1,0,2,2,0,1,0,0,1,1,1.0,0,5,0,1,0,0,1,1.0,0,2,1
0,6,2.0,0,0,2,2,0,1,0,0,0,0,4.0,1,5,1,1,0,0,0,1.0,1,2,3
0,6,2.0,0,0,0,0,0,0,0,0,0,1,4.0,0,5,1,1,0,0,1,1.0,1,0,2
2,2,3.0,0,0,0,0,0,1,1,2,1,0,1.0,1,5,0,0,0,0,1,1.0,0,2,1
0,6,4.0,0,0,0,0,0,0,0,0,0,0,4.0,1,5,0,1,0,0,0,1.0,0,4,2
0,6,3.0,0,0,0,0,0,1,0,0,0,0,1.0,0,5,0,1,0,1,1,1.0,0,3,2
2,2,3.0,0,0,0,0,0,2,0,0,1,0,1.0,1,5,0,0,0,0,1,1.0,0,2,1
2,1,4.0,0,0,0,0,0,2,0,0,2,0,3.0,1,5,1,1,0,0,1,1.0,1,2,3
2,1,6.0,0,0,2,2,0,2,0,0,2,1,1.0,0,5,0,0,0,0,1,1.0,0,2,0
2,2,2.0,0,0,1,1,0,3,1,2,2,2,2.0,0,5,0,1,0,0,1,1.0,0,2,1
2,1,6.0,0,0,0,0,0,1,1,1,1,0,2.0,1,5,1,1,0,0,1,1.0,1,0,3
2,1,5.0,0,0,2,2,0,2,1,1,1,1,1.0,0,5,0,1,0,0,1,1.0,0,2,1
1,3,2.0,0,0,2,2,0,1,0,0,0,1,3.0,1,5,0,0,0,0,1,1.0,0,2,1
2,1,3.0,1,0,0,0,0,2,1,1,1,0,1.0,1,5,1,0,0,0,1,1.0,1,2,2
2,1,3.0,0,0,2,2,0,1,0,0,0,0,3.0,1,5,1,1,0,0,1,1.0,1,0,3
2,1,4.0,0,0,2,2,0,1,0,0,2,2,1.0,0,5,0,1,0,0,1,1.0,0,2,1
2,1,0.0,0,0,0,0,0,1,0,0,0,0,2.0,1,5,0,1,0,0,1,1.0,0,2,2
2,2,3.0,0,0,2,2,0,1,0,0,0,0,0.0,1,5,1,1,0,1,1,1.0,1,2,4
1,3,2.0,0,0,0,0,0,2,0,0,0,1,1.0,0,5,1,0,0,1,1,1.0,1,2,2
1,4,5.0,0,0,2,2,0,2,0,0,2,0,2.0,1,5,1,1,0,1,1,1.0,1,0,4
0,6,1.0,0,0,2,2,0,1,0,0,1,0,3.0,0,5,0,0,0,1,1,1.0,0,2,1
2,1,5.0,0,0,0,0,0,1,0,0,2,2,4.0,1,5,0,0,0,0,1,1.0,0,2,1
2,1,2.0,0,0,0,0,0,1,0,0,0,0,4.0,0,5,0,0,0,1,1,1.0,0,2,1
2,1,5.0,0,0,0,0,0,1,0,0,1,0,2.0,0,5,1,1,0,0,1,1.0,1,2,2
2,1,1.0,1,0,2,2,0,2,0,0,2,0,2.0,1,5,0,0,0,0,1,1.0,0,2,1
2,1,3.0,0,0,2,2,0,2,1,1,1,0,1.0,0,5,1,1,0,0,1,1.0,1,2,2
2,2,5.0,0,0,2,2,0,1,0,0,1,0,4.0,0,5,0,1,0,0,1,1.0,0,0,1
2,1,4.0,0,0,0,0,0,2,0,0,2,1,1.0,0,5,0,0,0,0,1,1.0,0,2,0
2,1,0.0,1,0,2,2,0,3,1,2,2,2,1.0,1,5,0,0,0,0,1,1.0,1,2,1
2,1,0.0,1,0,2,2,0,2,0,0,2,1,3.0,1,5,1,1,0,1,1,1.0,1,2,4
2,2,4.0,0,0,0,0,0,3,1,1,2,1,0.0,1,5,0,0,0,0,1,1.0,1,2,1
0,6,3.0,0,0,0,0,0,1,0,0,0,0,4.0,0,5,0,0,0,0,1,1.0,0,2,0
2,1,4.0,0,0,2,2,0,2,0,0,1,0,2.0,0,5,0,0,0,0,1,1.0,0,2,0
2,1,6.0,1,0,2,2,0,1,0,0,2,2,2.0,1,5,1,1,0,1,1,1.0,1,0,4
0,6,0.0,0,0,0,0,0,0,0,0,0,0,4.0,0,5,0,0,0,0,1,1.0,0,2,0
2,1,1.0,1,0,0,0,0,2,0,0,2,2,2.0,1,5,1,1,0,0,1,1.0,2,0,3
0,5,2.0,0,0,2,2,0,1,0,0,1,0,4.0,0,5,0,0,0,0,0,1.0,0,2,0
2,1,5.0,0,0,0,0,0,2,0,0,2,2,1.0,0,5,0,0,0,0,1,1.0,0,2,0
0,5,2.0,0,0,2,2,0,1,0,0,1,0,2.0,0,5,0,0,0,0,1,1.0,0,2,0
2,1,0.0,0,0,0,0,0,2,1,1,1,1,0.0,0,5,0,0,0,0,1,1.0,0,2,0
2,1,1.0,1,0,0,0,0,1,0,0,1,0,2.0,1,5,1,1,0,1,1,1.0,1,2,4
2,1,2.0,0,0,0,0,0,0,0,0,0,0,4.0,0,5,0,1,0,0,0,1.0,0,2,1
2,1,4.0,0,0,0,0,0,2,0,0,1,0,2.0,0,5,0,1,0,0,1,1.0,0,2,1
2,1,2.0,0,0,1,1,0,1,0,0,1,1,1.0,0,5,1,1,0,0,0,1.0,1,3,2
2,1,2.0,1,0,0,0,0,3,1,2,2,2,1.0,0,5,1,1,0,1,1,1.0,1,0,3
0,6,0.0,1,0,0,0,0,3,0,0,2,1,3.0,0,5,0,0,0,0,1,1.0,0,2,0
0,6,3.0,0,0,0,0,0,3,1,2,3,2,2.0,0,5,1,1,0,1,1,1.0,1,2,3
0,4,3.0,0,0,0,0,0,1,0,0,0,0,4.0,0,5,0,0,0,0,0,1.0,0,2,0
1,4,0.0,0,0,2,2,0,2,1,2,1,0,1.0,1,5,1,1,0,0,1,1.0,1,2,3
0,5,4.0,0,0,2,2,0,1,0,0,1,2,4.0,0,5,0,1,0,1,0,1.0,0,0,2
2,1,4.0,0,0,2,2,0,3,1,2,2,2,1.0,0,5,1,1,0,0,1,1.0,1,2,2
2,1,3.0,0,0,2,2,0,1,1,1,1,1,1.0,1,5,1,0,0,1,1,1.0,1,2,3
0,4,5.0,0,0,0,0,0,1,0,0,1,0,1.0,1,5,1,1,0,0,1,1.0,2,1,3
2,1,0.0,0,0,0,0,0,1,0,0,0,0,4.0,1,5,1,0,0,0,1,1.0,1,2,2
0,2,2.0,0,0,2,2,0,3,0,0,2,0,3.0,0,5,0,0,0,0,1,1.0,0,2,0
2,1,3.0,0,0,2,2,0,1,0,0,1,0,2.0,0,5,0,0,0,0,1,1.0,0,2,0
2,1,1.0,1,0,2,2,0,0,0,0,1,0,4.0,1,5,0,0,0,0,1,1.0,0,2,1
2,1,0.0,0,0,2,2,0,1,0,0,2,2,3.0,0,5,1,1,0,1,0,1.0,1,2,3
2,1,0.0,0,0,0,0,0,2,0,0,0,0,1.0,0,5,1,1,0,1,1,1.0,1,2,3
2,1,5.0,1,0,2,2,0,3,0,0,2,0,0.0,1,5,1,1,0,1,1,1.0,1,2,4
0,4,2.0,0,0,2,2,0,3,1,2,1,0,2.0,0,5,0,1,0,0,0,1.0,0,0,1
2,1,0.0,0,0,0,0,0,2,0,0,2,2,1.0,0,5,1,1,0,0,1,1.0,1,0,2
2,1,0.0,1,0,2,2,0,1,0,0,0,1,4.0,1,5,0,1,0,0,1,1.0,0,0,2
2,1,5.0,0,0,0,0,0,2,0,0,2,0,1.0,0,5,0,0,0,0,1,1.0,0,2,0
1,4,2.0,0,0,1,1,0,1,0,0,1,0,4.0,0,5,0,1,0,0,0,1.0,0,4,1
2,1,2.0,0,0,0,0,0,1,0,0,0,1,1.0,1,5,1,0,0,0,1,1.0,1,2,2
2,1,4.0,0,0,2,2,0,2,0,0,1,1,1.0,0,5,0,1,0,0,1,1.0,0,2,1
2,2,1.0,0,0,0,0,0,1,0,0,1,0,2.0,0,5,0,1,0,0,1,1.0,0,2,1
2,1,3.0,1,0,0,0,0,1,0,0,2,1,3.0,0,5,0,1,0,0,1,1.0,0,2,1
2,1,5.0,0,0,2,2,0,2,0,0,1,0,0.0,0,5,1,1,0,1,1,1.0,1,2,3
2,1,4.0,0,0,2,2,0,1,0,0,1,0,0.0,0,5,0,1,0,1,1,1.0,0,0,2
2,1,0.0,1,0,2,2,0,2,0,0,1,1,1.0,0,5,0,0,0,1,0,1.0,0,2,1
2,4,2.0,0,0,0,0,0,1,0,0,1,1,1.0,0,5,0,0,0,0,0,1.0,0,2,0
0,2,4.0,0,0,2,2,0,1,0,0,0,0,1.0,1,5,0,0,0,0,0,1.0,0,2,1
2,1,0.0,1,0,2,2,0,1,0,0,0,0,0.0,1,5,1,1,0,1,1,1.0,2,4,4
2,1,3.0,1,0,2,2,0,3,0,0,2,0,2.0,0,5,1,1,0,1,1,1.0,1,2,3
2,1,4.0,0,0,0,0,0,3,0,0,2,2,0.0,0,5,1,1,0,0,1,1.0,1,2,2
0,3,2.0,0,0,0,0,0,1,0,0,0,0,2.0,0,5,0,0,0,0,0,1.0,0,2,0
0,6,0.0,0,0,2,2,0,0,0,0,0,0,4.0,1,5,1,1,0,1,1,1.0,1,2,4
2,1,3.0,0,0,2,2,0,1,0,0,1,0,4.0,1,5,0,1,0,0,1,1.0,0,2,2
2,4,2.0,0,0,0,0,0,3,1,2,2,0,1.0,0,5,0,1,0,0,1,1.0,0,2,1
2,1,3.0,0,0,2,2,0,1,0,0,1,0,2.0,1,5,1,1,0,0,0,1.0,2,3,3
2,1,1.0,0,0,0,0,0,3,1,2,3,2,1.0,1,5,1,1,0,0,1,1.0,1,2,3
2,1,5.0,0,0,2,2,0,1,0,0,2,2,4.0,1,5,0,1,0,0,1,1.0,0,2,2
0,2,2.0,0,0,2,2,0,1,1,1,1,0,2.0,0,5,1,1,0,0,1,1.0,1,0,2
0,6,2.0,0,0,2,2,0,1,0,0,1,2,4.0,0,5,0,1,0,0,1,1.0,0,2,1
2,2,3.0,0,0,2,2,0,0,0,0,0,0,1.0,0,5,1,1,0,0,0,1.0,1,3,2
0,6,1.0,0,0,0,0,0,0,0,0,0,0,4.0,0,5,1,1,0,0,0,1.0,2,2,2
2,3,1.0,0,0,0,0,0,1,0,0,1,0,2.0,0,5,0,0,0,0,1,1.0,0,2,0
0,2,1.0,0,0,0,0,0,3,1,2,2,0,1.0,0,5,0,1,0,0,1,1.0,0,2,1
1,1,4.0,0,0,0,0,0,1,1,1,1,0,0.0,1,5,0,1,0,0,1,1.0,0,2,2
2,1,0.0,0,0,0,0,0,2,0,0,1,1,1.0,1,5,0,1,0,1,1,1.0,0,2,3
2,1,2.0,0,0,2,2,0,1,0,0,1,1,3.0,1,5,1,1,0,1,1,1.0,1,2,4
0,4,0.0,1,0,0,0,0,2,0,0,2,2,4.0,1,5,1,1,0,1,1,1.0,2,0,4
1,3,3.0,0,0,0,0,0,1,0,0,0,0,1.0,1,5,0,0,0,0,1,1.0,0,2,1
1,3,1.0,0,0,2,2,0,2,0,0,1,1,2.0,1,5,0,1,0,0,1,1.0,0,0,2
0,4,0.0,0,0,0,0,0,0,0,0,0,0,4.0,1,5,1,0,0,0,1,1.0,1,2,2
0,6,0.0,0,0,2,2,0,1,0,0,1,0,4.0,1,5,0,1,0,0,0,1.0,0,3,2
2,1,0.0,1,0,2,2,0,1,0,0,0,0,1.0,1,5,1,1,0,0,1,1.0,1,0,3
2,1,4.0,0,0,2,2,0,1,0,0,1,2,0.0,1,5,1,1,0,1,1,1.0,1,2,4
0,6,2.0,0,0,2,2,0,1,0,0,2,2,4.0,1,5,0,1,0,1,0,1.0,0,2,3
